,loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,title,inq_last_6mths,revol_bal,total_pymnt,total_rec_late_fee,last_pymnt_amnt,acc_open_past_24mths,delinq_amnt,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,total_il_high_credit_limit,loan_condition
5509,40000, 36 months,6.46,1225.24,A,A1,10+ years,MORTGAGE,145000.0,Home improvement,0.0,19509,1297.02,0.0,1325.73,4.0,0.0,0.0,507723.0,54250.0,79800.0,46000.0,46000.0,1
5510,7200, 36 months,11.8,238.46,B,B4,7 years,OWN,70000.0,Credit card refinancing,1.0,5973,262.06,0.0,271.5,4.0,0.0,0.0,100599.0,84921.0,5500.0,92099.0,92099.0,1
5511,21000, 60 months,14.47,493.77,C,C2,2 years,MORTGAGE,115000.0,Credit card refinancing,0.0,27301,552.86,0.0,586.62,4.0,0.0,0.0,323808.0,164771.0,34500.0,128530.0,128530.0,1
5512,17000, 36 months,7.56,529.28,A,A3,10+ years,MORTGAGE,47000.0,Credit card refinancing,0.0,16791,1044.28,0.0,529.28,0.0,0.0,0.0,158703.0,16791.0,23000.0,0.0,0.0,1
5513,3000, 36 months,16.91,106.83,C,C5,1 year,RENT,69500.0,Debt consolidation,2.0,1627,208.02,0.0,106.83,8.0,0.0,0.0,230345.0,30293.0,10500.0,42845.0,42845.0,1
5514,7000, 36 months,13.56,237.76,C,C1,10+ years,OWN,37000.0,Other,5.0,7554,464.97,0.0,237.76,9.0,0.0,0.0,51063.0,7554.0,18100.0,0.0,0.0,1
5515,10000, 60 months,14.47,235.13,C,C2,4 years,MORTGAGE,73000.0,Home improvement,0.0,4819,10009.2425,0.0,10025.32,8.0,0.0,0.0,202189.0,25721.0,13200.0,28264.0,28264.0,1
5516,12050, 36 months,8.81,382.13,A,A5,nan,RENT,34600.0,Debt consolidation,0.0,1092,9255.94,0.0,382.13,2.0,0.0,0.0,16500.0,1092.0,16500.0,0.0,0.0,1
5517,6000, 36 months,13.56,203.79,C,C1,7 years,RENT,140000.0,Credit card refinancing,0.0,3742,398.54,0.0,203.79,2.0,0.0,0.0,97865.0,40711.0,5900.0,69065.0,69065.0,1
5518,28000, 60 months,16.14,683.0,C,C4,6 years,MORTGAGE,150000.0,Debt consolidation,0.0,4997,720.67,0.0,770.88,7.0,0.0,0.0,30006.0,23350.0,1300.0,23206.0,23206.0,1
5519,7000, 36 months,7.56,217.94,A,A3,2 years,RENT,32000.0,Credit card refinancing,1.0,6872,430.0,0.0,217.94,3.0,0.0,0.0,73141.0,54242.0,15400.0,54341.0,54341.0,1
5520,26850, 60 months,20.89,724.73,D,D4,6 years,RENT,52500.0,Debt consolidation,0.0,16861,1371.56,0.0,724.73,6.0,0.0,0.0,115000.0,37108.0,60600.0,30000.0,30000.0,1
5521,14000, 36 months,15.02,485.46,C,C3,3 years,RENT,38500.0,Debt consolidation,1.0,10149,491.31,0.0,514.67,3.0,0.0,0.0,27900.0,17896.0,9800.0,11900.0,11900.0,1
5522,11375, 36 months,16.14,400.7,C,C4,nan,OWN,35376.0,Debt consolidation,0.0,11379,781.0,0.0,400.7,2.0,0.0,0.0,33500.0,11379.0,31700.0,0.0,0.0,1
5523,30000, 60 months,11.8,664.31,B,B4,10+ years,RENT,60000.0,Debt consolidation,1.0,6374,1289.29,0.0,664.31,3.0,0.0,0.0,169074.0,115360.0,46400.0,122674.0,122674.0,1
5524,1500, 36 months,7.56,46.71,A,A3,nan,OWN,70000.0,Home improvement,2.0,1140,1503.4650000022,0.0,1504.73,11.0,0.0,0.0,201977.0,19924.0,83200.0,27177.0,27177.0,1
5525,20000, 60 months,10.72,432.07,B,B2,10+ years,MORTGAGE,55000.0,Home improvement,0.0,1842,408.25,0.0,432.07,1.0,0.0,0.0,289387.0,40688.0,43800.0,44200.0,44200.0,1
5526,15000, 36 months,20.89,564.28,D,D4,7 years,RENT,75000.0,Debt consolidation,0.0,4895,1093.74,0.0,564.28,8.0,0.0,0.0,59421.0,39642.0,12500.0,45521.0,45521.0,1
5527,24000, 60 months,13.56,552.98,C,C1,5 years,RENT,304596.0,Credit card refinancing,1.0,18065,1069.8,0.0,552.98,6.0,0.0,0.0,228587.0,215173.0,27500.0,191487.0,191487.0,1
5528,33600, 60 months,10.72,725.87,B,B2,1 year,RENT,75000.0,Credit card refinancing,0.0,1667,1411.72,0.0,725.87,5.0,0.0,0.0,69180.0,54711.0,10500.0,58680.0,58680.0,1
5529,26850, 36 months,18.94,983.4,D,D2,6 years,MORTGAGE,180000.0,Home improvement,1.0,29131,1910.3,0.0,983.4,4.0,0.0,0.0,562587.0,170150.0,25600.0,169346.0,169346.0,1
5530,4000, 36 months,16.91,142.44,C,C5,2 years,RENT,34000.0,Credit card refinancing,2.0,611,277.36,0.0,142.44,5.0,0.0,0.0,16362.0,6131.0,5500.0,7162.0,7162.0,1
5531,4800, 36 months,10.72,156.52,B,B2,10+ years,RENT,55000.0,Debt consolidation,1.0,15750,307.32,0.0,156.52,3.0,0.0,0.0,238332.0,221056.0,40900.0,193732.0,193732.0,1
5532,20000, 60 months,15.02,476.01,C,C3,10+ years,RENT,104000.0,Debt consolidation,0.0,11652,918.64,0.0,476.01,3.0,0.0,0.0,99391.0,87311.0,6200.0,85191.0,85191.0,1
5533,15000, 36 months,6.46,459.47,A,A1,4 years,RENT,79300.0,Debt consolidation,0.0,32958,908.17,0.0,459.47,6.0,0.0,0.0,107261.0,60788.0,43800.0,36461.0,36461.0,1
5534,40000, 60 months,10.72,864.13,B,B2,10+ years,MORTGAGE,1100000.0,Debt consolidation,1.0,399201,1680.62,0.0,864.13,4.0,0.0,0.0,966361.0,483617.0,227300.0,119061.0,119061.0,1
5535,11000, 36 months,11.8,364.31,B,B4,6 years,RENT,75000.0,Debt consolidation,4.0,6515,714.2,0.0,364.31,11.0,0.0,0.0,197401.0,51104.0,3000.0,55288.0,55288.0,1
5536,10000, 36 months,15.02,346.76,C,C3,< 1 year,MORTGAGE,150000.0,Debt consolidation,0.0,12322,676.83,0.0,346.76,6.0,0.0,0.0,195900.0,20127.0,10000.0,10000.0,10000.0,1
5537,10000, 36 months,15.02,346.76,C,C3,5 years,MORTGAGE,40000.0,Debt consolidation,0.0,5038,355.11,0.0,371.8,6.0,0.0,0.0,267834.0,12872.0,12200.0,9734.0,9734.0,1
5538,17550, 60 months,20.89,473.71,D,D4,10+ years,OWN,225000.0,Credit card refinancing,2.0,86581,906.68,0.0,473.71,9.0,0.0,0.0,1259113.0,416861.0,79400.0,371006.0,371006.0,1
5539,5000, 36 months,19.92,185.62,D,D3,< 1 year,RENT,125000.0,Debt consolidation,1.0,5539,360.17,0.0,185.62,5.0,0.0,0.0,11000.0,5539.0,7700.0,0.0,0.0,1
5540,35000, 60 months,10.33,749.35,B,B1,< 1 year,MORTGAGE,65000.0,Debt consolidation,1.0,724,1458.53,0.0,749.35,5.0,0.0,0.0,247873.0,53915.0,64100.0,66273.0,66273.0,1
5541,25000, 36 months,8.81,792.79,A,A5,1 year,MORTGAGE,145000.0,Debt consolidation,1.0,14187,1561.11,0.0,792.79,5.0,0.0,0.0,417869.0,109833.0,33400.0,130931.0,130931.0,1
5542,12000, 36 months,7.02,370.64,A,A2,nan,MORTGAGE,25000.0,Credit card refinancing,0.0,90477,731.92,0.0,370.64,4.0,0.0,0.0,484759.0,117895.0,16700.0,44309.0,44309.0,1
5543,20000, 60 months,16.91,496.09,C,C5,10+ years,MORTGAGE,82000.0,Credit card refinancing,0.0,19204,954.6,0.0,496.09,3.0,0.0,0.0,309400.0,41250.0,20500.0,22200.0,22200.0,1
5544,19000, 36 months,6.46,581.99,A,A1,5 years,RENT,86860.8,Credit card refinancing,0.0,22011,1150.34,0.0,581.99,1.0,0.0,0.0,77414.0,40089.0,43800.0,29614.0,29614.0,1
5545,20000, 36 months,6.46,612.62,A,A1,10+ years,MORTGAGE,60000.0,Credit card refinancing,0.0,25105,1210.88,0.0,612.62,3.0,0.0,0.0,61378.0,41341.0,36000.0,25378.0,25378.0,1
5546,5000, 36 months,10.72,163.04,B,B2,6 years,MORTGAGE,30000.0,Home improvement,0.0,0,320.12,0.0,163.04,1.0,0.0,0.0,140700.0,3331.0,0.0,4200.0,4200.0,1
5547,17800, 36 months,18.94,651.94,D,D2,2 years,RENT,90000.0,Debt consolidation,0.0,42813,1266.42,0.0,651.94,5.0,0.0,0.0,180152.0,101863.0,59600.0,81271.0,81271.0,1
5548,2400, 36 months,8.19,75.42,A,A4,5 years,MORTGAGE,64000.0,Home improvement,0.0,5141,148.66,0.0,75.42,2.0,0.0,0.0,284893.0,27079.0,3000.0,32393.0,32393.0,1
5549,21000, 60 months,12.98,477.6,B,B5,10+ years,MORTGAGE,85000.0,Credit card refinancing,0.0,17244,924.91,0.0,477.6,10.0,0.0,0.0,334064.0,63807.0,22470.0,63885.0,63885.0,1
5550,40000, 60 months,12.98,909.72,B,B5,< 1 year,RENT,300000.0,Debt consolidation,1.0,20219,1761.75,0.0,909.72,6.0,0.0,0.0,538878.0,105469.0,20700.0,106178.0,106178.0,1
5551,5000, 36 months,19.92,185.62,D,D3,2 years,MORTGAGE,55000.0,Debt consolidation,1.0,9255,193.92,0.0,204.99,7.0,0.0,0.0,76841.0,36995.0,40900.0,30341.0,30341.0,1
5552,12500, 36 months,12.98,421.06,B,B5,10+ years,RENT,52000.0,Credit card refinancing,0.0,7162,824.09,0.0,421.06,1.0,0.0,0.0,20280.0,13664.0,10000.0,10280.0,10280.0,1
5553,7000, 36 months,8.19,219.97,A,A4,6 years,MORTGAGE,65000.0,Credit card refinancing,0.0,5880,433.57,0.0,219.97,2.0,0.0,0.0,141255.0,82423.0,38000.0,102255.0,102255.0,1
5554,18925, 60 months,15.02,450.43,C,C3,3 years,RENT,50000.0,Debt consolidation,1.0,11944,869.28,0.0,450.43,3.0,0.0,0.0,48600.0,19727.0,36400.0,10000.0,10000.0,1
5555,7000, 36 months,7.02,216.21,A,A2,6 years,RENT,50200.0,Credit card refinancing,0.0,4533,426.96,0.0,216.21,1.0,0.0,0.0,8300.0,4533.0,5500.0,0.0,0.0,1
5556,40000, 36 months,8.19,1256.97,A,A4,9 years,MORTGAGE,190000.0,Home improvement,4.0,34884,1220.57,0.0,1256.97,6.0,0.0,0.0,637064.0,146247.0,36300.0,171864.0,171864.0,1
5557,22000, 60 months,16.91,545.7,C,C5,5 years,MORTGAGE,55000.0,Debt consolidation,0.0,19183,1050.06,0.0,545.7,3.0,0.0,0.0,106824.0,87759.0,24500.0,73667.0,73667.0,1
5558,5600, 36 months,8.81,177.59,A,A5,10+ years,RENT,68000.0,Debt consolidation,0.0,5803,349.7,0.0,177.59,3.0,0.0,0.0,16300.0,7636.0,9700.0,4000.0,4000.0,1
5559,20000, 60 months,19.92,528.99,D,D3,1 year,OWN,187000.0,Credit card refinancing,0.0,99187,1013.71,0.0,528.99,4.0,0.0,0.0,821121.0,234775.0,98900.0,204871.0,204871.0,1
5560,4000, 36 months,11.31,131.55,B,B3,nan,RENT,16128.0,Debt consolidation,0.0,2222,558.07,0.0,131.55,2.0,0.0,0.0,8000.0,2222.0,4000.0,0.0,0.0,1
5561,3000, 36 months,16.91,106.83,C,C5,5 years,MORTGAGE,70000.0,Other,0.0,2508,208.02,0.0,106.83,6.0,0.0,0.0,198120.0,20424.0,0.0,47820.0,47820.0,1
5562,8400, 36 months,7.02,259.45,A,A2,< 1 year,MORTGAGE,27000.0,Debt consolidation,0.0,6557,512.35,0.0,259.45,2.0,0.0,0.0,169830.0,8641.0,41000.0,5400.0,5400.0,1
5563,20000, 60 months,8.19,407.35,A,A4,< 1 year,MORTGAGE,59000.0,Debt consolidation,1.0,17896,796.5,0.0,407.35,18.0,0.0,0.0,341234.0,58760.0,84800.0,45934.0,45934.0,1
5564,25000, 60 months,13.56,576.02,C,C1,10+ years,MORTGAGE,130000.0,Home improvement,0.0,3062,1114.37,0.0,576.02,2.0,0.0,0.0,237947.0,63153.0,15600.0,66347.0,66347.0,1
5565,20000, 60 months,13.56,460.82,C,C1,10+ years,MORTGAGE,105000.0,Debt consolidation,0.0,30467,891.51,0.0,460.82,0.0,0.0,0.0,84857.0,37633.0,36000.0,47857.0,47857.0,1
5566,15000, 36 months,6.46,459.47,A,A1,4 years,RENT,72856.0,Credit card refinancing,1.0,26795,908.17,0.0,459.47,1.0,0.0,0.0,145428.0,145390.0,39500.0,105928.0,105928.0,1
5567,20000, 60 months,13.56,460.82,C,C1,7 years,MORTGAGE,62000.0,Debt consolidation,1.0,4978,891.51,0.0,460.82,10.0,0.0,0.0,321973.0,66593.0,14000.0,105705.0,105705.0,1
5568,5000, 36 months,14.47,172.04,C,C2,9 years,RENT,75000.0,Medical expenses,0.0,2177,336.04,0.0,172.04,1.0,0.0,0.0,15200.0,6017.0,2400.0,10000.0,10000.0,1
5569,40000, 36 months,8.81,1268.46,A,A5,10+ years,RENT,121121.0,Debt consolidation,0.0,4844,2497.76,0.0,1268.46,3.0,0.0,0.0,65067.0,38345.0,3800.0,48567.0,48567.0,1
5570,30000, 36 months,11.31,986.58,B,B3,< 1 year,OWN,180000.0,Debt consolidation,1.0,3814,1935.46,0.0,986.58,5.0,0.0,0.0,301500.0,10986.0,10000.0,8000.0,8000.0,1
5571,8500, 36 months,8.81,269.55,A,A5,5 years,RENT,52000.0,Debt consolidation,0.0,2767,594.78,0.0,269.55,6.0,0.0,0.0,114344.0,14387.0,94900.0,13944.0,13944.0,1
5572,25000, 60 months,10.33,535.25,B,B1,10+ years,MORTGAGE,75000.0,Home improvement,1.0,2812,1041.81,0.0,535.25,2.0,0.0,0.0,426249.0,22415.0,27000.0,35249.0,35249.0,1
5573,10000, 36 months,18.94,366.26,D,D2,10+ years,MORTGAGE,155000.0,Debt consolidation,0.0,59410,732.53,0.0,366.26,8.0,0.0,0.0,499797.0,141324.0,54700.0,102647.0,102647.0,1
5574,6000, 36 months,16.91,213.65,C,C5,1 year,MORTGAGE,55000.0,Credit card refinancing,1.0,6097,208.01,0.0,213.65,7.0,0.0,0.0,24600.0,14921.0,9500.0,10000.0,10000.0,1
5575,20000, 36 months,6.46,612.62,A,A1,10+ years,MORTGAGE,80000.0,Credit card refinancing,0.0,17851,1210.88,0.0,612.62,3.0,0.0,0.0,313214.0,38015.0,51000.0,19214.0,19214.0,1
5576,16000, 36 months,8.19,502.79,A,A4,9 years,RENT,45000.0,Credit card refinancing,1.0,16534,1035.5,0.0,481.58,4.0,0.0,0.0,52393.0,34681.0,23200.0,21093.0,21093.0,1
5577,35000, 60 months,12.98,796.0,B,B5,10+ years,MORTGAGE,175000.0,Credit card refinancing,0.0,25929,1566.76,0.0,796.0,2.0,0.0,0.0,534633.0,73671.0,49100.0,55295.0,55295.0,1
5578,40000, 36 months,6.46,1225.24,A,A1,5 years,RENT,85000.0,Debt consolidation,0.0,42240,2421.77,0.0,1225.24,1.0,0.0,0.0,98600.0,42240.0,53300.0,0.0,0.0,1
5579,24500, 36 months,7.02,756.72,A,A2,7 years,RENT,325000.0,Debt consolidation,0.0,16358,1494.33,0.0,756.72,7.0,0.0,0.0,189156.0,102086.0,77500.0,98784.0,98784.0,1
5580,10000, 36 months,13.56,339.65,C,C1,6 years,MORTGAGE,105000.0,Debt consolidation,1.0,37591,671.77,0.0,339.65,9.0,0.0,0.0,786290.0,82845.0,254000.0,72190.0,72190.0,1
5581,13800, 36 months,23.4,537.08,E,E1,7 years,OWN,66000.0,Debt consolidation,0.0,8845,1056.22,0.0,537.08,6.0,0.0,0.0,28579.0,20943.0,14600.0,10000.0,10000.0,1
5582,10000, 36 months,16.91,356.08,C,C5,3 years,RENT,36000.0,Debt consolidation,0.0,6841,702.77,0.0,356.08,6.0,0.0,0.0,36533.0,14998.0,15700.0,16133.0,16133.0,1
5583,20000, 36 months,13.56,679.29,C,C1,3 years,RENT,87471.0,Debt consolidation,2.0,2567,1275.71,0.0,679.29,5.0,0.0,0.0,165284.0,16535.0,13500.0,15000.0,15000.0,1
5584,35000, 60 months,15.02,833.02,C,C3,6 years,MORTGAGE,110000.0,Credit card refinancing,2.0,39873,1636.83,0.0,833.02,6.0,0.0,0.0,300039.0,71685.0,56900.0,50503.0,50503.0,1
5585,40000, 60 months,8.19,814.7,A,A4,10+ years,MORTGAGE,72500.0,Debt consolidation,0.0,31399,1620.3,0.0,814.7,0.0,0.0,0.0,150600.0,31399.0,33000.0,0.0,0.0,1
5586,1000, 36 months,26.31,40.46,E,E4,nan,MORTGAGE,42000.0,Other,3.0,2036,79.46,0.0,40.46,5.0,0.0,0.0,92100.0,2036.0,4900.0,0.0,0.0,1
5587,22000, 60 months,19.92,581.89,D,D3,nan,OWN,41000.0,Credit card refinancing,0.0,19001,1115.09,0.0,581.89,1.0,0.0,0.0,24700.0,19001.0,22200.0,0.0,0.0,1
5588,12600, 36 months,12.98,424.43,B,B5,1 year,MORTGAGE,68000.0,Debt consolidation,1.0,9077,830.69,0.0,424.43,6.0,0.0,0.0,400990.0,158526.0,24800.0,114972.0,114972.0,1
5589,29000, 36 months,6.46,888.3,A,A1,5 years,RENT,135000.0,Credit card refinancing,0.0,18424,1755.78,0.0,888.3,2.0,0.0,0.0,169982.0,84214.0,80000.0,89982.0,89982.0,1
5590,39000, 60 months,13.56,898.59,C,C1,2 years,RENT,76400.0,Debt consolidation,0.0,26946,1767.8,0.0,898.59,0.0,0.0,0.0,45800.0,26946.0,32100.0,0.0,0.0,1
5591,6000, 36 months,11.8,198.72,B,B4,10+ years,RENT,150000.0,Vacation,1.0,9212,389.57,0.0,198.72,4.0,0.0,0.0,153415.0,107936.0,17000.0,133415.0,133415.0,1
5592,3000, 36 months,6.46,91.9,A,A1,5 years,RENT,80000.0,Debt consolidation,0.0,7189,181.65,0.0,91.9,8.0,0.0,0.0,48573.0,32214.0,12400.0,31023.0,31023.0,1
5593,12000, 36 months,8.81,380.54,A,A5,5 years,RENT,75000.0,Debt consolidation,0.0,12613,749.33,0.0,380.54,1.0,0.0,0.0,95108.0,74956.0,12500.0,79608.0,79608.0,1
5594,10000, 36 months,13.56,339.65,C,C1,10+ years,OWN,34000.0,Other,0.0,11629,686.84,0.0,339.65,3.0,0.0,0.0,23675.0,15036.0,11200.0,5975.0,5975.0,1
5595,7825, 36 months,7.56,243.63,A,A3,< 1 year,RENT,45000.0,Debt consolidation,0.0,7834,464.26,0.0,243.63,3.0,0.0,0.0,164789.0,28358.0,19500.0,25789.0,25789.0,1
5596,1800, 36 months,8.19,56.57,A,A4,8 years,OWN,74000.0,Business,1.0,10795,111.5,0.0,56.57,5.0,0.0,0.0,125387.0,53554.0,55400.0,67287.0,67287.0,1
5597,10000, 36 months,12.98,336.85,B,B5,10+ years,MORTGAGE,124000.0,Debt consolidation,1.0,18024,659.28,0.0,336.85,3.0,0.0,0.0,285724.0,47179.0,26800.0,41672.0,41672.0,1
5598,30000, 60 months,10.33,642.3,B,B1,10+ years,MORTGAGE,108000.0,Home improvement,1.0,19513,1172.69,0.0,642.3,3.0,0.0,0.0,231939.0,37665.0,78000.0,32228.0,32228.0,1
5599,5000, 36 months,6.46,153.16,A,A1,< 1 year,RENT,90000.0,Debt consolidation,1.0,5053,302.73,0.0,153.16,7.0,0.0,0.0,16100.0,5053.0,11300.0,0.0,0.0,1
5600,20000, 60 months,16.14,487.86,C,C4,10+ years,MORTGAGE,85000.0,Debt consolidation,0.0,6657,957.79,0.0,487.86,16.0,0.0,0.0,95294.0,53745.0,17800.0,59894.0,59894.0,1
5601,7700, 36 months,10.33,249.66,B,B1,10+ years,RENT,50000.0,Credit card refinancing,0.0,6618,490.48,0.0,249.66,2.0,0.0,0.0,32718.0,20088.0,7000.0,25718.0,25718.0,1
5602,2500, 36 months,17.97,90.35,D,D1,10+ years,MORTGAGE,67000.0,Debt consolidation,1.0,8900,87.85,0.0,90.35,1.0,0.0,0.0,306294.0,26799.0,9100.0,31444.0,31444.0,1
5603,24000, 60 months,8.19,488.82,A,A4,10+ years,MORTGAGE,107000.0,Credit card refinancing,1.0,21279,955.8,0.0,488.82,11.0,0.0,0.0,310396.0,86447.0,80400.0,92835.0,92835.0,1
5604,10000, 36 months,11.31,328.86,B,B3,6 years,OWN,45000.0,Credit card refinancing,0.0,10926,651.44,0.0,328.86,12.0,0.0,0.0,70000.0,10926.0,40800.0,0.0,0.0,1
5605,10000, 36 months,15.02,346.76,C,C3,8 years,MORTGAGE,70000.0,Home improvement,3.0,9878,697.7,0.0,346.76,6.0,0.0,0.0,315031.0,54596.0,31200.0,60308.0,60308.0,1
5606,23000, 60 months,8.19,468.46,A,A4,1 year,RENT,78300.0,Debt consolidation,0.0,22356,915.99,0.0,468.46,7.0,0.0,0.0,156837.0,143160.0,42200.0,113237.0,113237.0,1
5607,18000, 60 months,16.14,439.07,C,C4,10+ years,MORTGAGE,205000.0,Debt consolidation,0.0,44392,902.35,0.0,439.07,6.0,0.0,0.0,715700.0,278540.0,70300.0,254954.0,254954.0,1
5608,10500, 60 months,23.4,298.42,E,E1,10+ years,MORTGAGE,65000.0,Debt consolidation,2.0,10641,569.54,0.0,298.42,5.0,0.0,0.0,50903.0,43755.0,4300.0,39203.0,39203.0,1
5609,20000, 60 months,15.02,476.01,C,C3,6 years,RENT,65000.0,Debt consolidation,0.0,12821,918.64,0.0,476.01,2.0,0.0,0.0,35200.0,26046.0,8700.0,18000.0,18000.0,1
5610,11000, 36 months,6.46,336.94,A,A1,1 year,RENT,70000.0,Debt consolidation,0.0,11582,665.98,0.0,336.94,2.0,0.0,0.0,84527.0,51640.0,23900.0,54427.0,54427.0,1
5611,2000, 36 months,27.27,81.95,E,E5,4 years,RENT,46000.0,Other,3.0,6313,157.84,0.0,81.95,3.0,0.0,0.0,24300.0,13073.0,17600.0,6700.0,6700.0,1
5612,18000, 36 months,8.81,570.81,A,A5,7 years,RENT,56000.0,Debt consolidation,0.0,13012,1119.6,0.0,570.81,0.0,0.0,0.0,24957.0,13937.0,15200.0,8857.0,8857.0,1
5613,17000, 36 months,12.98,572.64,B,B5,2 years,MORTGAGE,95000.0,Credit card refinancing,0.0,20920,1120.76,0.0,572.64,3.0,0.0,0.0,285637.0,38871.0,23300.0,29551.0,29551.0,1
5614,10000, 36 months,23.4,389.19,E,E1,10+ years,RENT,120000.0,Debt consolidation,0.0,22080,765.38,0.0,389.19,6.0,0.0,0.0,125357.0,65197.0,33300.0,82557.0,82557.0,1
5615,3000, 36 months,6.46,91.9,A,A1,10+ years,MORTGAGE,99800.0,Debt consolidation,0.0,6697,181.65,0.0,91.9,6.0,0.0,0.0,137230.0,18725.0,71400.0,53330.0,53330.0,1
5616,7000, 36 months,7.56,217.94,A,A3,< 1 year,RENT,70000.0,Credit card refinancing,0.0,6146,430.0,0.0,217.94,2.0,0.0,0.0,18100.0,6146.0,15800.0,0.0,0.0,1
5617,5000, 36 months,8.19,157.13,A,A4,10+ years,MORTGAGE,93000.0,Major purchase,0.0,724,309.71,0.0,157.13,0.0,0.0,0.0,239300.0,724.0,18000.0,0.0,0.0,1
5618,9000, 36 months,14.47,309.66,C,C2,2 years,MORTGAGE,78000.0,Credit card refinancing,2.0,7350,708.45,0.0,309.66,9.0,0.0,0.0,318655.0,50111.0,17200.0,55093.0,55093.0,1
5619,20000, 36 months,6.46,612.62,A,A1,10+ years,MORTGAGE,150000.0,Debt consolidation,0.0,16871,1218.06,0.0,612.62,1.0,0.0,0.0,586784.0,28251.0,67200.0,52159.0,52159.0,1
5620,3200, 36 months,11.31,105.24,B,B3,< 1 year,OWN,56000.0,Other,1.0,8897,206.46,0.0,105.24,4.0,0.0,0.0,48546.0,20940.0,12600.0,20446.0,20446.0,1
5621,40000, 60 months,20.89,1079.67,D,D4,9 years,MORTGAGE,97100.0,Other,0.0,18804,1381.42,0.0,1427.84,5.0,0.0,0.0,129259.0,73789.0,38100.0,75659.0,75659.0,1
5622,24000, 60 months,11.8,531.45,B,B4,< 1 year,OWN,67000.0,Debt consolidation,0.0,13417,1031.43,0.0,531.45,14.0,0.0,0.0,113937.0,83430.0,24300.0,73837.0,73837.0,1
5623,8000, 36 months,10.72,260.86,B,B2,2 years,MORTGAGE,115000.0,Credit card refinancing,1.0,11153,8019.0566666664,0.0,8028.59,3.0,0.0,0.0,53300.0,22597.0,40900.0,12400.0,12400.0,1
5624,25000, 36 months,11.31,822.15,B,B3,< 1 year,MORTGAGE,110000.0,Credit card refinancing,2.0,44717,1612.88,0.0,822.15,8.0,0.0,0.0,494884.0,169647.0,60700.0,150253.0,150253.0,1
5625,9500, 36 months,17.97,343.31,D,D1,5 years,RENT,40000.0,Credit card refinancing,1.0,9486,333.83,0.0,343.31,6.0,0.0,0.0,62259.0,46683.0,12900.0,41359.0,41359.0,1
5626,3000, 36 months,17.97,108.42,D,D1,9 years,MORTGAGE,110000.0,Debt consolidation,0.0,9671,213.84,0.0,108.42,3.0,0.0,0.0,356238.0,52500.0,8300.0,63892.0,63892.0,1
5627,12550, 36 months,6.46,384.42,A,A1,< 1 year,RENT,32640.0,Debt consolidation,0.0,12558,759.83,0.0,384.42,1.0,0.0,0.0,32900.0,22356.0,15100.0,9500.0,9500.0,1
5628,11000, 60 months,17.97,279.15,D,D1,2 years,MORTGAGE,72000.0,Debt consolidation,2.0,7781,257.19,0.0,279.15,14.0,0.0,0.0,296490.0,19048.0,12200.0,11711.0,11711.0,1
5629,16000, 36 months,19.92,593.97,D,D3,7 years,MORTGAGE,225000.0,Major purchase,2.0,16121,1152.53,0.0,593.97,11.0,0.0,0.0,361869.0,101318.0,18500.0,90269.0,90269.0,1
5630,12000, 36 months,6.46,367.57,A,A1,3 years,OWN,40000.0,Debt consolidation,1.0,4125,726.53,0.0,367.57,5.0,0.0,0.0,69800.0,11533.0,55500.0,10000.0,10000.0,1
5631,10000, 60 months,16.14,243.93,C,C4,10+ years,MORTGAGE,30888.0,Debt consolidation,1.0,6925,469.93,0.0,243.93,3.0,0.0,0.0,95356.0,11684.0,12500.0,5000.0,5000.0,1
5632,24000, 36 months,7.56,747.22,A,A3,10+ years,MORTGAGE,110000.0,Debt consolidation,0.0,41517,1484.36,0.0,747.22,5.0,0.0,0.0,451700.0,53846.0,63600.0,15000.0,15000.0,1
5633,16000, 36 months,10.33,518.76,B,B1,< 1 year,MORTGAGE,70000.0,Credit card refinancing,0.0,16179,1019.16,0.0,518.76,1.0,0.0,0.0,290996.0,30578.0,22000.0,24496.0,24496.0,1
5634,2000, 36 months,7.56,62.27,A,A3,3 years,MORTGAGE,47000.0,Credit card refinancing,1.0,3278,119.92,0.0,62.27,10.0,0.0,0.0,279126.0,28861.0,24300.0,46751.0,46751.0,1
5635,14500, 60 months,8.19,295.33,A,A4,8 years,MORTGAGE,55000.0,Credit card refinancing,0.0,16594,577.46,0.0,295.33,2.0,0.0,0.0,229548.0,45365.0,30300.0,48339.0,48339.0,1
5636,10000, 36 months,7.02,308.87,A,A2,10+ years,MORTGAGE,100000.0,Debt consolidation,0.0,529,609.94,0.0,308.87,2.0,0.0,0.0,483442.0,56291.0,54300.0,69442.0,69442.0,1
5637,30000, 36 months,10.33,972.68,B,B1,< 1 year,OWN,82000.0,Credit card refinancing,0.0,16617,1910.93,0.0,972.68,6.0,0.0,0.0,86278.0,53018.0,16500.0,47778.0,47778.0,1
5638,14000, 60 months,27.27,429.76,E,E5,< 1 year,RENT,31000.0,Credit card refinancing,0.0,11866,838.59,21.49,429.76,2.0,0.0,0.0,20300.0,17405.0,0.0,5500.0,5500.0,1
5639,2500, 36 months,11.31,82.22,B,B3,1 year,RENT,32000.0,Debt consolidation,0.0,2366,158.16,0.0,82.22,8.0,0.0,0.0,73108.0,50440.0,19800.0,48908.0,48908.0,1
